Results
version=1
nRows=664
nColumns=57
inDegrees=yes
endheader
time	pelvis_tilt	pelvis_tx	pelvis_ty	hip_flexion_r	knee_angle_r	ankle_angle_r	hip_flexion_l	knee_angle_l	ankle_angle_l	lumbar_extension	pelvis_tilt_u	pelvis_tx_u	pelvis_ty_u	hip_flexion_r_u	knee_angle_r_u	ankle_angle_r_u	hip_flexion_l_u	knee_angle_l_u	ankle_angle_l_u	lumbar_extension_u	hamstrings_r.activation	hamstrings_r.fiber_length	bifemsh_r.activation	bifemsh_r.fiber_length	glut_max_r.activation	glut_max_r.fiber_length	iliopsoas_r.activation	iliopsoas_r.fiber_length	rect_fem_r.activation	rect_fem_r.fiber_length	vasti_r.activation	vasti_r.fiber_length	gastroc_r.activation	gastroc_r.fiber_length	soleus_r.activation	soleus_r.fiber_length	tib_ant_r.activation	tib_ant_r.fiber_length	hamstrings_l.activation	hamstrings_l.fiber_length	bifemsh_l.activation	bifemsh_l.fiber_length	glut_max_l.activation	glut_max_l.fiber_length	iliopsoas_l.activation	iliopsoas_l.fiber_length	rect_fem_l.activation	rect_fem_l.fiber_length	vasti_l.activation	vasti_l.fiber_length	gastroc_l.activation	gastroc_l.fiber_length	soleus_l.activation	soleus_l.fiber_length	tib_ant_l.activation	tib_ant_l.fiber_length
      0.39555602	     32.96236017	     -0.02947981	     -0.67621374	     23.10525565	    -28.84991642	     -9.99499404	     23.10525565	    -28.84991642	     -9.99499404	    -50.68159502	     20.68553147	     -0.01042040	     -3.80678624	    -59.14873620	    105.40676026	    -32.69312698	    -59.14873620	    105.40676026	    -32.69312698	    -22.71731865	      0.01022015	      0.11596528	      0.01022015	      0.17669383	      0.01022015	      0.16545815	      0.01022015	      0.08949966	      0.01022015	      0.12036249	      0.01022015	      0.10623538	      0.01022015	      0.07252822	      0.01022015	      0.03860132	      0.01022015	      0.08812633	      0.01022015	      0.11596528	      0.01022015	      0.17669383	      0.01022015	      0.16545815	      0.01022015	      0.08949966	      0.01022015	      0.12036249	      0.01022015	      0.10623538	      0.01022015	      0.07252822	      0.01022015	      0.03860132	      0.01022015	      0.08812633
      0.39751468	     33.00279043	     -0.02949995	     -0.68368937	     22.98984262	    -28.64453648	    -10.05891555	     22.98984262	    -28.64453648	    -10.05891555	    -50.72595749	     20.59831551	     -0.01015235	     -3.82663442	    -58.70050876	    104.30815828	    -32.57736096	    -58.70050876	    104.30815828	    -32.57736096	    -22.58190230	      0.01021466	      0.11594960	      0.01021466	      0.17679511	      0.01021466	      0.16535064	      0.01021466	      0.08958885	      0.01021466	      0.12028483	      0.01021466	      0.10607231	      0.01021466	      0.07255289	      0.01021466	      0.03855029	      0.01021466	      0.08817362	      0.01021466	      0.11594960	      0.01021466	      0.17679511	      0.01021466	      0.16535064	      0.01021466	      0.08958885	      0.01021466	      0.12028483	      0.01021466	      0.10607231	      0.01021466	      0.07255289	      0.01021466	      0.03855029	      0.01021466	      0.08817362
      0.40027744	     33.05953183	     -0.02952750	     -0.69430008	     22.82853706	    -28.35849622	    -10.14869315	     22.82853706	    -28.35849622	    -10.14869315	    -50.78808711	     20.47871392	     -0.00978724	     -3.85461731	    -58.07268140	    102.76247470	    -32.41480755	    -58.07268140	    102.76247470	    -32.41480755	    -22.39612251	      0.01020715	      0.11592720	      0.01020715	      0.17693393	      0.01020715	      0.16520025	      0.01020715	      0.08971349	      0.01020715	      0.12017683	      0.01020715	      0.10584267	      0.01020715	      0.07258694	      0.01020715	      0.03847861	      0.01020715	      0.08824001	      0.01020715	      0.11592720	      0.01020715	      0.17693393	      0.01020715	      0.16520025	      0.01020715	      0.08971349	      0.01020715	      0.12017683	      0.01020715	      0.10584267	      0.01020715	      0.07258694	      0.01020715	      0.03847861	      0.01020715	      0.08824001
      0.40230514	     33.10096856	     -0.02954708	     -0.70213691	     22.71124960	    -28.15127496	    -10.21429830	     22.71124960	    -28.15127496	    -10.21429830	    -50.83336356	     20.39201274	     -0.00952795	     -3.87514887	    -57.61233744	    101.62744241	    -32.29359763	    -57.61233744	    101.62744241	    -32.29359763	    -22.26202939	      0.01020181	      0.11591055	      0.01020181	      0.17703705	      0.01020181	      0.16509079	      0.01020181	      0.08980411	      0.01020181	      0.12009873	      0.01020181	      0.10567441	      0.01020181	      0.07261135	      0.01020181	      0.03842624	      0.01020181	      0.08828850	      0.01020181	      0.11591055	      0.01020181	      0.17703705	      0.01020181	      0.16509079	      0.01020181	      0.08980411	      0.01020181	      0.12009873	      0.01020181	      0.10567441	      0.01020181	      0.07261135	      0.01020181	      0.03842624	      0.01020181	      0.08828850
      0.40433284	     33.14223173	     -0.02956614	     -0.71001536	     22.59489245	    -27.94635196	    -10.27965873	     22.59489245	    -27.94635196	    -10.27965873	    -50.87837150	     20.30783767	     -0.00927693	     -3.89567070	    -57.15578875	    100.49659297	    -32.17416213	    -57.15578875	    100.49659297	    -32.17416213	    -22.13162586	      0.01019661	      0.11589371	      0.01019661	      0.17713619	      0.01019661	      0.16498214	      0.01019661	      0.08989399	      0.01019661	      0.12002163	      0.01019661	      0.10550638	      0.01019661	      0.07263527	      0.01019661	      0.03837408	      0.01019661	      0.08833678	      0.01019661	      0.11589371	      0.01019661	      0.17713619	      0.01019661	      0.16498214	      0.01019661	      0.08989399	      0.01019661	      0.12002163	      0.01019661	      0.10550638	      0.01019661	      0.07263527	      0.01019661	      0.03837408	      0.01019661	      0.08833678
      0.40636054	     33.18332549	     -0.02958470	     -0.71793543	     22.47945975	    -27.74372111	    -10.34477630	     22.47945975	    -27.74372111	    -10.34477630	    -50.92311733	     20.22471526	     -0.00903318	     -3.91618680	    -56.70006913	     99.36603923	    -32.05361684	    -56.70006913	     99.36603923	    -32.05361684	    -22.00326828	      0.01019154	      0.11587668	      0.01019154	      0.17723597	      0.01019154	      0.16487427	      0.01019154	      0.08998316	      0.01019154	      0.11994555	      0.01019154	      0.10533858	      0.01019154	      0.07265869	      0.01019154	      0.03832211	      0.01019154	      0.08838487	      0.01019154	      0.11587668	      0.01019154	      0.17723597	      0.01019154	      0.16487427	      0.01019154	      0.08998316	      0.01019154	      0.11994555	      0.01019154	      0.10533858	      0.01019154	      0.07265869	      0.01019154	      0.03832211	      0.01019154	      0.08838487
      0.40910804	     33.23874117	     -0.02960908	     -0.72873331	     22.32452058	    -27.47281309	    -10.43262004	     22.32452058	    -27.47281309	    -10.43262004	    -50.98333725	     20.11534927	     -0.00871533	     -3.94397214	    -56.08737440	     97.83955722	    -31.89194933	    -56.08737440	     97.83955722	    -31.89194933	    -21.83434818	      0.01018488	      0.11585329	      0.01018488	      0.17736702	      0.01018488	      0.16472937	      0.01018488	      0.09010282	      0.01018488	      0.11984409	      0.01018488	      0.10511158	      0.01018488	      0.07268964	      0.01018488	      0.03825203	      0.01018488	      0.08844970	      0.01018488	      0.11585329	      0.01018488	      0.17736702	      0.01018488	      0.16472937	      0.01018488	      0.09010282	      0.01018488	      0.11984409	      0.01018488	      0.10511158	      0.01018488	      0.07268964	      0.01018488	      0.03825203	      0.01018488	      0.08844970
      0.41112905	     33.27931403	     -0.02962647	     -0.73672477	     22.21162219	    -27.27621252	    -10.49695257	     22.21162219	    -27.27621252	    -10.49695257	    -51.02734093	     20.03580347	     -0.00848965	     -3.96440460	    -55.63727243	     96.71693738	    -31.77135667	    -55.63727243	     96.71693738	    -31.77135667	    -21.71210134	      0.01018013	      0.11583584	      0.01018013	      0.17746475	      0.01018013	      0.16462369	      0.01018013	      0.09018999	      0.01018013	      0.11977069	      0.01018013	      0.10494487	      0.01018013	      0.07271180	      0.01018013	      0.03820072	      0.01018013	      0.08849716	      0.01018013	      0.11583584	      0.01018013	      0.17746475	      0.01018013	      0.16462369	      0.01018013	      0.09018999	      0.01018013	      0.11977069	      0.01018013	      0.10494487	      0.01018013	      0.07271180	      0.01018013	      0.03820072	      0.01018013	      0.08849716
      0.41315006	     33.31972827	     -0.02964340	     -0.74475751	     22.09963010	    -27.08187671	    -10.56104261	     22.09963010	    -27.08187671	    -10.56104261	    -51.07110077	     19.95865149	     -0.00827172	     -3.98482758	    -55.19111307	     95.59920770	    -31.65260383	    -55.19111307	     95.59920770	    -31.65260383	    -21.59334459	      0.01017550	      0.11581819	      0.01017550	      0.17755862	      0.01017550	      0.16451879	      0.01017550	      0.09027646	      0.01017550	      0.11969832	      0.01017550	      0.10477838	      0.01017550	      0.07273346	      0.01017550	      0.03814960	      0.01017550	      0.08854442	      0.01017550	      0.11581819	      0.01017550	      0.17755862	      0.01017550	      0.16451879	      0.01017550	      0.09027646	      0.01017550	      0.11969832	      0.01017550	      0.10477838	      0.01017550	      0.07273346	      0.01017550	      0.03814960	      0.01017550	      0.08854442
      0.41562880	     33.36908483	     -0.02966358	     -0.75466591	     21.96350197	    -26.84660799	    -10.63931957	     21.96350197	    -26.84660799	    -10.63931957	    -51.12444738	     19.86537876	     -0.00801374	     -4.00986831	    -54.64540462	     94.22985114	    -31.50539880	    -54.64540462	     94.22985114	    -31.50539880	    -21.45032144	      0.01016998	      0.11579625	      0.01016998	      0.17767453	      0.01016998	      0.16439120	      0.01016998	      0.09038155	      0.01016998	      0.11961100	      0.01016998	      0.10457448	      0.01016998	      0.07275932	      0.01016998	      0.03808720	      0.01016998	      0.08860211	      0.01016998	      0.11579625	      0.01016998	      0.17767453	      0.01016998	      0.16439120	      0.01016998	      0.09038155	      0.01016998	      0.11961100	      0.01016998	      0.10457448	      0.01016998	      0.07275932	      0.01016998	      0.03808720	      0.01016998	      0.08860211
      0.41810754	     33.41821314	     -0.02968314	     -0.76463635	     21.82872195	    -26.61472778	    -10.71723202	     21.82872195	    -26.61472778	    -10.71723202	    -51.17744426	     19.77536387	     -0.00776691	     -4.03489562	    -54.10524897	     92.86776053	    -31.36039404	    -54.10524897	     92.86776053	    -31.36039404	    -21.31213055	      0.01016464	      0.11577398	      0.01016464	      0.17778537	      0.01016464	      0.16426476	      0.01016464	      0.09048558	      0.01016464	      0.11952528	      0.01016464	      0.10437092	      0.01016464	      0.07278441	      0.01016464	      0.03802509	      0.01016464	      0.08865950	      0.01016464	      0.11577398	      0.01016464	      0.17778537	      0.01016464	      0.16426476	      0.01016464	      0.09048558	      0.01016464	      0.11952528	      0.01016464	      0.10437092	      0.01016464	      0.07278441	      0.01016464	      0.03802509	      0.01016464	      0.08865950
      0.42003585	     33.45627870	     -0.02969794	     -0.77243562	     21.72479607	    -26.43667275	    -10.77759328	     21.72479607	    -26.43667275	    -10.77759328	    -51.21843775	     19.70566413	     -0.00758135	     -4.05436121	    -53.68491855	     91.80782168	    -31.24492180	    -53.68491855	     91.80782168	    -31.24492180	    -21.20582738	      0.01016060	      0.11575643	      0.01016060	      0.17787420	      0.01016060	      0.16416720	      0.01016060	      0.09056578	      0.01016060	      0.11945970	      0.01016060	      0.10421279	      0.01016060	      0.07280338	      0.01016060	      0.03797700	      0.01016060	      0.08870394	      0.01016060	      0.11575643	      0.01016060	      0.17787420	      0.01016060	      0.16416720	      0.01016060	      0.09056578	      0.01016060	      0.11945970	      0.01016060	      0.10421279	      0.01016060	      0.07280338	      0.01016060	      0.03797700	      0.01016060	      0.08870394
      0.42196415	     33.49421185	     -0.02971238	     -0.78027241	     21.62167718	    -26.26065686	    -10.83773327	     21.62167718	    -26.26065686	    -10.83773327	    -51.25922915	     19.63819595	     -0.00740249	     -4.07381797	    -53.26862820	     90.75334095	    -31.13128706	    -53.26862820	     90.75334095	    -31.13128706	    -21.10271060	      0.01015666	      0.11573867	      0.01015666	      0.17795916	      0.01015666	      0.16407033	      0.01015666	      0.09064535	      0.01015666	      0.11939511	      0.01015666	      0.10405485	      0.01015666	      0.07282187	      0.01015666	      0.03792908	      0.01015666	      0.08874820	      0.01015666	      0.11573867	      0.01015666	      0.17795916	      0.01015666	      0.16407033	      0.01015666	      0.09064535	      0.01015666	      0.11939511	      0.01015666	      0.10405485	      0.01015666	      0.07282187	      0.01015666	      0.03792908	      0.01015666	      0.08874820
      0.42455600	     33.54499523	     -0.02973127	     -0.79086501	     21.48433550	    -26.02727110	    -10.91822176	     21.48433550	    -26.02727110	    -10.91822176	    -51.31374759	     19.54905035	     -0.00717135	     -4.09996143	    -52.71139768	     89.33914510	    -30.97716271	    -52.71139768	     89.33914510	    -30.97716271	    -20.96693165	      0.01015152	      0.11571446	      0.01015152	      0.17807354	      0.01015152	      0.16394124	      0.01015152	      0.09075132	      0.01015152	      0.11930984	      0.01015152	      0.10384287	      0.01015152	      0.07284596	      0.01015152	      0.03786498	      0.01015152	      0.08880741	      0.01015152	      0.11571446	      0.01015152	      0.17807354	      0.01015152	      0.16394124	      0.01015152	      0.09075132	      0.01015152	      0.11930984	      0.01015152	      0.10384287	      0.01015152	      0.07284596	      0.01015152	      0.03786498	      0.01015152	      0.08880741
      0.42689486	     33.59062608	     -0.02974780	     -0.80048185	     21.36163446	    -25.81980514	    -10.99051135	     21.36163446	    -25.81980514	    -10.99051135	    -51.36264677	     19.47118915	     -0.00697235	     -4.12354173	    -52.21325540	     88.06965367	    -30.83929967	    -52.21325540	     88.06965367	    -30.83929967	    -20.84834297	      0.01014702	      0.11569229	      0.01014702	      0.17817327	      0.01014702	      0.16382581	      0.01014702	      0.09084597	      0.01014702	      0.11923443	      0.01014702	      0.10365188	      0.01014702	      0.07286694	      0.01014702	      0.03780742	      0.01014702	      0.08886057	      0.01014702	      0.11569229	      0.01014702	      0.17817327	      0.01014702	      0.16382581	      0.01014702	      0.09084597	      0.01014702	      0.11923443	      0.01014702	      0.10365188	      0.01014702	      0.07286694	      0.01014702	      0.03780742	      0.01014702	      0.08886057
